sample_id,cohort,partition,target_description,ground_truth_object_id,initial_state_index,input_sha256,localization_sha256,condition,model,provider,generated_output_text,choice,predicted_object_id,explanation,explanation_word_count,format_valid,decision_tokens,decision_token_count,output_token_count,raw_log_probability,raw_sequence_likelihood,decision_character_span,candidate_map,correct,image_sha256,request_sha256,response_path,response_sha256,score_type
task_01_cream_cheese_state_04,additional_states,calibration,cream cheese,object_006,4,f6df54917bcf8275671833eeb669e43994d0ce42c353f73b69d4639cfc176552,a6f985ebd86ba8647a342e58c9b6eb7ca38915c05cf33ca3c9c5cdf76ce1992c,label_only,gpt-4.1-mini-2025-04-14,openai,F,F,object_006,,0,True,"[{""index"":0,""token"":""F"",""logprob"":0.0}]",1,1,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,ca66ceb8167e46a20dbfc1d068b9ff12a5bde8098de2078a5f55bb5d1c32a8f3,4d334f81bf32e8c4a6b51047b728dd0ec0cbbfe9d08e673007f93bf083dee9f6,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_01_cream_cheese_state_04_label_only.json,ec4d6748bcd1c9140b0d221a6741b25faa39149849228f54f9eba4ffe01f2964,raw_label_likelihood
task_01_cream_cheese_state_04,additional_states,calibration,cream cheese,object_006,4,f6df54917bcf8275671833eeb669e43994d0ce42c353f73b69d4639cfc176552,a6f985ebd86ba8647a342e58c9b6eb7ca38915c05cf33ca3c9c5cdf76ce1992c,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"F
The blue and white packaging with a swirl design matches typical cream cheese packaging.",F,object_006,The blue and white packaging with a swirl design matches typical cream cheese packaging.,14,True,"[{""index"":0,""token"":""F"",""logprob"":0.0}]",1,17,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,ca66ceb8167e46a20dbfc1d068b9ff12a5bde8098de2078a5f55bb5d1c32a8f3,194a1e005ea197a51efe7a00f7603b458723480da8bb952382e45d7a8636a0bd,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_01_cream_cheese_state_04_label_then_evidence.json,d07f12b15422741ec321b860e43769ba80e8af1a4ff180d45fb569d0daf6bafd,raw_label_likelihood
task_01_cream_cheese_state_05,additional_states,calibration,cream cheese,object_006,5,6ef9b59d7289343e8607088c590b939d57d860e858428b2ac37c504bd9e81adf,ddfc48cc8a3740ad365eec6a4092d47bdadbabaeb7bd84bcf158b92acf8a409f,label_only,gpt-4.1-mini-2025-04-14,openai,F,F,object_006,,0,True,"[{""index"":0,""token"":""F"",""logprob"":0.0}]",1,1,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,1bb5a7a0ba4003a804d9d40d23be2b85b5a74620c8122c45017bad8795f7f8cf,b34c0609143cf57fca1c94d728eae470454266c8f2761a14cc5d7a91ffc46f38,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_01_cream_cheese_state_05_label_only.json,d1426a935cf931a38cf8dfaa6a6b82f0547ea5f809d85e68d3e07089902a0daf,raw_label_likelihood
task_01_cream_cheese_state_05,additional_states,calibration,cream cheese,object_006,5,6ef9b59d7289343e8607088c590b939d57d860e858428b2ac37c504bd9e81adf,ddfc48cc8a3740ad365eec6a4092d47bdadbabaeb7bd84bcf158b92acf8a409f,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"F
The blue and white packaging with a circular logo matches typical cream cheese packaging.",F,object_006,The blue and white packaging with a circular logo matches typical cream cheese packaging.,14,True,"[{""index"":0,""token"":""F"",""logprob"":0.0}]",1,17,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,1bb5a7a0ba4003a804d9d40d23be2b85b5a74620c8122c45017bad8795f7f8cf,a848fd9e9c3732e2dd977288d68b8d7a0a5337a823504a91d3e694192363bffc,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_01_cream_cheese_state_05_label_then_evidence.json,08f42b9b4766abf42daa8beb3f3b755725fff8dc2099537f75120b0b620500e8,raw_label_likelihood
task_01_cream_cheese_state_06,additional_states,calibration,cream cheese,object_006,6,ebfefa6c5067ce8cd6140a2196007e8555b2a86d4f90b0315c74404cd93300d4,4dc49732514d4e8c9e6ee8cdcc1588bec47690f4737705b611707503a13bd712,label_only,gpt-4.1-mini-2025-04-14,openai,F,F,object_006,,0,True,"[{""index"":0,""token"":""F"",""logprob"":0.0}]",1,1,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,66f079e66f3208864fd5e5cd77b116f31bda407343052435ab1a1785ff324a73,29763df02163801c775144f87dff34267679e00116d4894f1966fd2d5e7bec89,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_01_cream_cheese_state_06_label_only.json,1c50caa086ddd8a864730a93dc8f20b2b3a9dbe7f8f952ca3ac3df905fc4644d,raw_label_likelihood
task_01_cream_cheese_state_06,additional_states,calibration,cream cheese,object_006,6,ebfefa6c5067ce8cd6140a2196007e8555b2a86d4f90b0315c74404cd93300d4,4dc49732514d4e8c9e6ee8cdcc1588bec47690f4737705b611707503a13bd712,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"F
The blue and white packaging with a circular logo matches typical cream cheese container design.",F,object_006,The blue and white packaging with a circular logo matches typical cream cheese container design.,15,True,"[{""index"":0,""token"":""F"",""logprob"":0.0}]",1,18,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,66f079e66f3208864fd5e5cd77b116f31bda407343052435ab1a1785ff324a73,f011f50d69bf82a2f246f81b6b105a41d12ab9002a0e6340988f96bbb06512f5,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_01_cream_cheese_state_06_label_then_evidence.json,72c4c1f98ad33aee3bf31271c7ec908fd86923e7b4c9604f29273fe9dd6627d1,raw_label_likelihood
task_01_cream_cheese_state_07,additional_states,calibration,cream cheese,object_006,7,05bef2df04b042ab0469892439601dcd4a5e3907bd80ffebbc508e182951a8fc,3a9a62ef4d1320b00c7c3d44dead74874cb269ba6651dcb4a10e196ef819c597,label_only,gpt-4.1-mini-2025-04-14,openai,F,F,object_006,,0,True,"[{""index"":0,""token"":""F"",""logprob"":-5.512236498361744e-07}]",1,1,-5.512236498361744e-07,0.999999448776502,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,38fee26c16408d29a1e7d71fbdf5a7b8da7cafc52ecd29652eb11e5cd8df909f,d9602a9118b1e64e79253cfe2b0121ece79741ac808ab3390899acc2e8395198,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_01_cream_cheese_state_07_label_only.json,c30fd39b809413b72abeeef4b67f96c08dfc6f47833a5c774ff61ec55dd90135,raw_label_likelihood
task_01_cream_cheese_state_07,additional_states,calibration,cream cheese,object_006,7,05bef2df04b042ab0469892439601dcd4a5e3907bd80ffebbc508e182951a8fc,3a9a62ef4d1320b00c7c3d44dead74874cb269ba6651dcb4a10e196ef819c597,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"F
The blue and white packaging with a circular logo matches typical cream cheese container design.",F,object_006,The blue and white packaging with a circular logo matches typical cream cheese container design.,15,True,"[{""index"":0,""token"":""F"",""logprob"":-1.981667537620524e-06}]",1,18,-1.981667537620524e-06,0.9999980183344259,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,38fee26c16408d29a1e7d71fbdf5a7b8da7cafc52ecd29652eb11e5cd8df909f,fcd2f577e1d7e4cbdb68e416fb46c0c313e51429dd3c69383af58b9b198617a8,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_01_cream_cheese_state_07_label_then_evidence.json,cc02fd9dc8df23f85ced44ffa56253130e1f327fea6d50ba698bbe2d1d54b7ed,raw_label_likelihood
task_01_cream_cheese_state_08,additional_states,calibration,cream cheese,object_006,8,67a3564ac21950a58abbb2046b300ddbb96a0baaf8f4f9c458d85b9e94d51565,4208380d236044fa3792539009e44c022a0e1c8fa4f21c551a23e9e923ba6e3c,label_only,gpt-4.1-mini-2025-04-14,openai,F,F,object_006,,0,True,"[{""index"":0,""token"":""F"",""logprob"":0.0}]",1,1,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,389e96ebe610f9f9a3883a980354a92cbacf292c64f3178dfb60a79bf02d7a65,4f263a646197ae5c3fdb160f582c30b10c9dcfecc1bec887a38c0feaf6928660,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_01_cream_cheese_state_08_label_only.json,53ad11e6a06cc57345866f47fa3392aa10875c272bab0a08a43c25658b44f9f6,raw_label_likelihood
task_01_cream_cheese_state_08,additional_states,calibration,cream cheese,object_006,8,67a3564ac21950a58abbb2046b300ddbb96a0baaf8f4f9c458d85b9e94d51565,4208380d236044fa3792539009e44c022a0e1c8fa4f21c551a23e9e923ba6e3c,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"F
The blue and white packaging with a circular logo matches typical cream cheese containers.",F,object_006,The blue and white packaging with a circular logo matches typical cream cheese containers.,14,True,"[{""index"":0,""token"":""F"",""logprob"":-0.00022046364028938115}]",1,17,-0.00022046364028938115,0.9997795606600332,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,389e96ebe610f9f9a3883a980354a92cbacf292c64f3178dfb60a79bf02d7a65,97aa404ec9b37baa601be479ae7a79b5b2a5a8d431bde06f39e5da584544f05c,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_01_cream_cheese_state_08_label_then_evidence.json,71f5e668899b41957a7d9b1362cece2502c7b572b0f329bfd32a5a31a8b903a2,raw_label_likelihood
task_01_cream_cheese_state_09,additional_states,calibration,cream cheese,object_006,9,8791ef09677b8569223f506ca6bb902b80e8da642d7a62fba8194a2fdf238cfa,b91a29e7207a60e9e8110cf0f64603e5b9630c204cb68b8611bec04e5a1f6a4c,label_only,gpt-4.1-mini-2025-04-14,openai,F,F,object_006,,0,True,"[{""index"":0,""token"":""F"",""logprob"":-3.128163257315464e-07}]",1,1,-3.128163257315464e-07,0.9999996871837232,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,4d0427168389a41096bc13d73e9058b11106d56253e04f9643250372675ce985,949768085a80cc0462927a7aa292160e5aa820fe1b34e359daf398d3eda70e4d,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_01_cream_cheese_state_09_label_only.json,ab83dd4217396e77d39ab49e270a45fa03398acfb98773c5980cffa68a55023c,raw_label_likelihood
task_01_cream_cheese_state_09,additional_states,calibration,cream cheese,object_006,9,8791ef09677b8569223f506ca6bb902b80e8da642d7a62fba8194a2fdf238cfa,b91a29e7207a60e9e8110cf0f64603e5b9630c204cb68b8611bec04e5a1f6a4c,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"F
The packaging shows a cream cheese container with a blue and white label.",F,object_006,The packaging shows a cream cheese container with a blue and white label.,13,True,"[{""index"":0,""token"":""F"",""logprob"":-0.00030281138606369495}]",1,16,-0.00030281138606369495,0.9996972344566767,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,4d0427168389a41096bc13d73e9058b11106d56253e04f9643250372675ce985,1ae98c3dee11b9bb5403dbfadc6fbf5d6d50ebe9f8ebaa9f58c6fb1e70b2d300,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_01_cream_cheese_state_09_label_then_evidence.json,d6a325e8b9d26728222c90080ebe84118af404e05bb0d07dfb6c38fd8ac1d608,raw_label_likelihood
task_01_cream_cheese_state_10,additional_states,calibration,cream cheese,object_006,10,685379ce04f2fa9ad048b579e5f375e147edf14a75920bca4e4a28235adc6548,eaca662269ec3e0de58c6b83d349e8d7a5ee740b780e5abe1f8f6160e87bf9a2,label_only,gpt-4.1-mini-2025-04-14,openai,F,F,object_006,,0,True,"[{""index"":0,""token"":""F"",""logprob"":0.0}]",1,1,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,c717f3414791023a6e39ac001bab600b0de05c03d35365c370ac2466c91f40fc,7d215ffc8c6d0fe1bad76206f6a81bfcb510ff6fd8f522529dda0a3dc32d50e8,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_01_cream_cheese_state_10_label_only.json,c6a8ec350a6083adac7552af21fdca6b3df87792758fa45c63ed8fbc224e0570,raw_label_likelihood
task_01_cream_cheese_state_10,additional_states,calibration,cream cheese,object_006,10,685379ce04f2fa9ad048b579e5f375e147edf14a75920bca4e4a28235adc6548,eaca662269ec3e0de58c6b83d349e8d7a5ee740b780e5abe1f8f6160e87bf9a2,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"F
The blue and white packaging with a cream cheese label is visible on candidate F.",F,object_006,The blue and white packaging with a cream cheese label is visible on candidate F.,15,True,"[{""index"":0,""token"":""F"",""logprob"":0.0}]",1,18,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,c717f3414791023a6e39ac001bab600b0de05c03d35365c370ac2466c91f40fc,1cddb03a0a9875c45260761a065693546073b28d06699db3f69ce32e92f65644,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_01_cream_cheese_state_10_label_then_evidence.json,e0c99b310153694379c9b3fccb9174b50ac6d51298ba8fde5a908b23f0a9b7f9,raw_label_likelihood
task_02_salad_dressing_state_01,additional_states,calibration,salad dressing,object_003,1,30e8faf1c16ce075782204de9a6e2e6724e7be055b09e98f1b24e67d4a31f87c,04f9708e5859bd073e54da65d81c2d0d99fa39cd656aa0ac32510cba4b8f41ec,label_only,gpt-4.1-mini-2025-04-14,openai,C,C,object_003,,0,True,"[{""index"":0,""token"":""C"",""logprob"":-1.2664456789934775e-06}]",1,1,-1.2664456789934775e-06,0.9999987335551229,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,63d6839634b7567640743a3cf5e649e39f5fd7868e669a0d79dd21291c1bf733,d61024f55a337a415a81974bb53925e0ccfb8bf1ee7ac7b7166f71b0f5e0a18a,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_02_salad_dressing_state_01_label_only.json,9e48e15e44efe47b0cb416b1cbcf93796c385fe2fff2f33129a46bd9ec95d542,raw_label_likelihood
task_02_salad_dressing_state_01,additional_states,calibration,salad dressing,object_003,1,30e8faf1c16ce075782204de9a6e2e6724e7be055b09e98f1b24e67d4a31f87c,04f9708e5859bd073e54da65d81c2d0d99fa39cd656aa0ac32510cba4b8f41ec,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"C
The label on the bottle clearly reads ""Ranch Dressing,"" indicating it is salad dressing.",C,object_003,"The label on the bottle clearly reads ""Ranch Dressing,"" indicating it is salad dressing.",14,True,"[{""index"":0,""token"":""C"",""logprob"":0.0}]",1,20,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,63d6839634b7567640743a3cf5e649e39f5fd7868e669a0d79dd21291c1bf733,1e10161f59680265458b42b4111a83c43625e9e5d790bb9ff850e81989c0b41a,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_02_salad_dressing_state_01_label_then_evidence.json,0c6762dcd11aaf5d98b34798b2240133315c13568f237582539d1e9ee1a461e3,raw_label_likelihood
task_02_salad_dressing_state_02,additional_states,calibration,salad dressing,object_003,2,ff9bf96e7815bc4790f8d266f080dfee3209854c7d73b814139c2b496ef0f9b0,02d5b4f9f2dc3e40d197a56860bcef32d5b7ed78e569e37456e4e69436935b9f,label_only,gpt-4.1-mini-2025-04-14,openai,C,C,object_003,,0,True,"[{""index"":0,""token"":""C"",""logprob"":0.0}]",1,1,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,6d8f99d3e0fe586dbf3397169bc86f97726912692a7690762c62a13c119cd572,cce5cf5f38f2b654f9cfd9cd140188b4cf29df5c80d0522530c4e56f3fff4dfb,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_02_salad_dressing_state_02_label_only.json,7709df5264c3f96942b378fc352693f6124c7d85bb4014ddff68b44e27f9063a,raw_label_likelihood
task_02_salad_dressing_state_02,additional_states,calibration,salad dressing,object_003,2,ff9bf96e7815bc4790f8d266f080dfee3209854c7d73b814139c2b496ef0f9b0,02d5b4f9f2dc3e40d197a56860bcef32d5b7ed78e569e37456e4e69436935b9f,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"C
The label on the bottle clearly reads ""Ranch Dressing,"" indicating it is salad dressing.",C,object_003,"The label on the bottle clearly reads ""Ranch Dressing,"" indicating it is salad dressing.",14,True,"[{""index"":0,""token"":""C"",""logprob"":-1.1472419600977446e-06}]",1,20,-1.1472419600977446e-06,0.9999988527586979,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,6d8f99d3e0fe586dbf3397169bc86f97726912692a7690762c62a13c119cd572,e1b21da6c0555c190f139bc33e20de7e234418d93ebc1b49218afcf687b89a0e,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_02_salad_dressing_state_02_label_then_evidence.json,947d98e808b91641dc85f66e6c5e34beef1d4e7b3dd425cd5ec07f3e06c9fc22,raw_label_likelihood
task_02_salad_dressing_state_03,additional_states,calibration,salad dressing,object_003,3,2b270840e27dc43e9628c4f28e42fc477e87e04470760297b93cfa3343a777de,9850cdfe1a4192adc2b113e1db1f4252849531e9ee57f56fd112e6a484ba1176,label_only,gpt-4.1-mini-2025-04-14,openai,C,C,object_003,,0,True,"[{""index"":0,""token"":""C"",""logprob"":-2.5776860184123507e-06}]",1,1,-2.5776860184123507e-06,0.9999974223173038,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,ff44992cc4913823f32ae2f74a8fb4e9a415b290501b2c876a0c7694286bf6d1,a1251bbbfa8bf93db9bbffdf6f582d4d47ed11ea3e8ac4e86b9ee424296d01b5,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_02_salad_dressing_state_03_label_only.json,813c447f49e865cbdf89df16bd8fe869f0c94170b97e0c859aa7c9e0ce99ca34,raw_label_likelihood
task_02_salad_dressing_state_03,additional_states,calibration,salad dressing,object_003,3,2b270840e27dc43e9628c4f28e42fc477e87e04470760297b93cfa3343a777de,9850cdfe1a4192adc2b113e1db1f4252849531e9ee57f56fd112e6a484ba1176,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"C
The label on the bottle clearly reads ""Ranch Dressing,"" indicating it is salad dressing.",C,object_003,"The label on the bottle clearly reads ""Ranch Dressing,"" indicating it is salad dressing.",14,True,"[{""index"":0,""token"":""C"",""logprob"":-3.128163257315464e-07}]",1,20,-3.128163257315464e-07,0.9999996871837232,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,ff44992cc4913823f32ae2f74a8fb4e9a415b290501b2c876a0c7694286bf6d1,a769d6c54055cb41e427198ffa9e34304d687f226467f56d7561cdad1f5a5b4d,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_02_salad_dressing_state_03_label_then_evidence.json,526d00fcc68fd234f7ce10d9df64161a40d087207b055eaad03a651dcd225283,raw_label_likelihood
task_02_salad_dressing_state_04,additional_states,calibration,salad dressing,object_003,4,fdaae1ea751e86391cea2c924b595586f81bfe840baa08519494c67ca8a31c3d,9552c8ce06e0060c2737eae1eb094bfe87861d5f02fb009a229a67dcedfd082a,label_only,gpt-4.1-mini-2025-04-14,openai,C,C,object_003,,0,True,"[{""index"":0,""token"":""C"",""logprob"":-1.9361264946837764e-07}]",1,1,-1.9361264946837764e-07,0.9999998063873693,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,e4f2c7b8d33e8981f14967d008e0a96671b228d8397c530a7a678c072f34f6c7,a20f8e5a1d1c389dd91d54760708a235aabf76aee2fa31bfde48fe654682d52b,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_02_salad_dressing_state_04_label_only.json,2522ff65d24f88f2200ea4dd88f6656d604b97153318599ff72bd8a68fb7cc88,raw_label_likelihood
task_02_salad_dressing_state_04,additional_states,calibration,salad dressing,object_003,4,fdaae1ea751e86391cea2c924b595586f81bfe840baa08519494c67ca8a31c3d,9552c8ce06e0060c2737eae1eb094bfe87861d5f02fb009a229a67dcedfd082a,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"C
The label on the bottle clearly reads ""Ranch Dressing,"" indicating it is salad dressing.",C,object_003,"The label on the bottle clearly reads ""Ranch Dressing,"" indicating it is salad dressing.",14,True,"[{""index"":0,""token"":""C"",""logprob"":0.0}]",1,20,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,e4f2c7b8d33e8981f14967d008e0a96671b228d8397c530a7a678c072f34f6c7,aff97af47ba5f59f678f270bef729eb5a74f37aa757fade0e4b2de0e69420e6b,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_02_salad_dressing_state_04_label_then_evidence.json,242b1404c8acd0832f2ff62d274c4f4a1c902b25f0accea5b479bb19a9aad7b9,raw_label_likelihood
task_02_salad_dressing_state_05,additional_states,calibration,salad dressing,object_003,5,71edc1dfa462cae7f072b63d91595e09e3633502f08ebff5d9e661181b073eed,2356ba0335ff51fdac108748f818f75005c955a29f2db3d720f9717e91c00d96,label_only,gpt-4.1-mini-2025-04-14,openai,C,C,object_003,,0,True,"[{""index"":0,""token"":""C"",""logprob"":-1.9361264946837764e-07}]",1,1,-1.9361264946837764e-07,0.9999998063873693,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,143137e70c2e84ed167da4b4423ed4fefc6d7aef382c573691e0c664d3cf581b,dc726cc09b370f6a0599837a3c4fbae5fa4542e0ddd1a9214c5a8e8b185bb88e,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_02_salad_dressing_state_05_label_only.json,e98bcd58d20d5063d19188e6dafb69e3eedee33c6192e0d2aee87b3770b0d543,raw_label_likelihood
task_02_salad_dressing_state_05,additional_states,calibration,salad dressing,object_003,5,71edc1dfa462cae7f072b63d91595e09e3633502f08ebff5d9e661181b073eed,2356ba0335ff51fdac108748f818f75005c955a29f2db3d720f9717e91c00d96,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"C
The label on the bottle clearly reads ""Ranch Dressing,"" indicating it is a salad dressing.",C,object_003,"The label on the bottle clearly reads ""Ranch Dressing,"" indicating it is a salad dressing.",15,True,"[{""index"":0,""token"":""C"",""logprob"":-1.9361264946837764e-07}]",1,21,-1.9361264946837764e-07,0.9999998063873693,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,143137e70c2e84ed167da4b4423ed4fefc6d7aef382c573691e0c664d3cf581b,b40ee806bb08e65b3c388ceabf462bc918fbbc0ed02617390a77b4f73c3b60c5,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_02_salad_dressing_state_05_label_then_evidence.json,170b6360f8d43dec35da25d70a11c236ba23f9b1a41e69638218c7472df3e886,raw_label_likelihood
task_02_salad_dressing_state_06,additional_states,calibration,salad dressing,object_003,6,2e1930bdf4978b9da8c8ebefdb333af2a4ad868b04cbde9bc36ba4a995b5fc6b,dd91c8de6ba4fca0c10b90bc3585a812ba9f42e555fbde46c82cf2c0e7798988,label_only,gpt-4.1-mini-2025-04-14,openai,C,C,object_003,,0,True,"[{""index"":0,""token"":""C"",""logprob"":-1.9361264946837764e-07}]",1,1,-1.9361264946837764e-07,0.9999998063873693,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,32ce55dce8a73361ca74bdbe219018de7e8f04bf703996037f85afcda5dbcf68,e83719765afeaed19c1b1a18dfd0a8eb95c18c236767bf7feb1b941cc4798861,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_02_salad_dressing_state_06_label_only.json,c9d530759ec7833306d7dae662ae4a681318abc1b220d8806cb74f01c04a5ce5,raw_label_likelihood
