model,state,target,target_family,posthoc_identity,observed_family,same_family,own_object_match,assisted_fallback,baseline_answer,baseline_response_file,baseline_p_A,baseline_p_A_lower,baseline_p_A_upper,baseline_p_C,baseline_p_C_lower,baseline_p_C_upper,ablation_answer,ablation_response_file,ablation_p_A,ablation_p_A_lower,ablation_p_A_upper,ablation_p_C,ablation_p_C_lower,ablation_p_C_upper,p_A_change_lower,p_A_change_upper
qwen3.5:4b,state_202,Waterproof_Male,Waterproof_Male,Gear_Small,gear,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/Waterproof_Male/Gear_Small.json,0.10977764454076865,0.10977764454076865,0.10977764454076865,0.6638077461686162,0.6638077461686162,0.6638077461686162,B,qwen3.5-4b/responses/state_202/Waterproof_Male/Gear_Small.json,0.2171065320027108,0.2171065320027108,0.2171065320027108,0.3649537092469663,0.3649537092469663,0.3649537092469663,0.10732888746194215,0.10732888746194215
qwen3.5:4b,state_202,M12_Hex_Nut,hex_nut,Gear_Small,gear,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/M12_Hex_Nut/Gear_Small.json,0.1486700280409403,0.1486700280409403,0.1486700280409403,0.5365313745673502,0.5365313745673502,0.5365313745673502,B,qwen3.5-4b/responses/state_202/M12_Hex_Nut/Gear_Small.json,0.05961296741707078,0.05961296741707078,0.05961296741707078,0.14331863813764595,0.14331863813764595,0.14331863813764595,-0.0890570606238695,-0.0890570606238695
qwen3.5:4b,state_202,M16_Hex_Nut,hex_nut,Gear_Small,gear,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/M16_Hex_Nut/Gear_Small.json,0.3353840484327576,0.3353840484327576,0.3353840484327576,0.41418667800639636,0.41418667800639636,0.41418667800639636,B,qwen3.5-4b/responses/state_202/M16_Hex_Nut/Gear_Small.json,0.05961296741707078,0.05961296741707078,0.05961296741707078,0.14331863813764595,0.14331863813764595,0.14331863813764595,-0.2757710810156868,-0.2757710810156868
qwen3.5:4b,state_202,RGOCG16-50_16mm,round_pin,Gear_Small,gear,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/RGOCG16-50_16mm/Gear_Small.json,0.14797319106846246,0.14797319106846246,0.14797319106846246,0.527001384389362,0.527001384389362,0.527001384389362,C,qwen3.5-4b/responses/state_202/RGOCG16-50_16mm/Gear_Small.json,0.05358267946158327,0.05358267946158327,0.05358267946158327,0.4868832519770334,0.4868832519770334,0.4868832519770334,-0.0943905116068792,-0.0943905116068792
qwen3.5:4b,state_202,RGOCG12-50_12mm,round_pin,Gear_Small,gear,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/RGOCG12-50_12mm/Gear_Small.json,0.17952069151209404,0.17952069151209404,0.17952069151209404,0.523972044878455,0.523972044878455,0.523972044878455,C,qwen3.5-4b/responses/state_202/RGOCG12-50_12mm/Gear_Small.json,0.05358267946158327,0.05358267946158327,0.05358267946158327,0.4868832519770334,0.4868832519770334,0.4868832519770334,-0.12593801205051078,-0.12593801205051078
qwen3.5:4b,state_202,RGOCG8-50_8mm,round_pin,Gear_Small,gear,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/RGOCG8-50_8mm/Gear_Small.json,0.19476482259007735,0.19476482259007735,0.19476482259007735,0.4551468684988011,0.4551468684988011,0.4551468684988011,C,qwen3.5-4b/responses/state_202/RGOCG8-50_8mm/Gear_Small.json,0.05358267946158327,0.05358267946158327,0.05358267946158327,0.4868832519770334,0.4868832519770334,0.4868832519770334,-0.1411821431284941,-0.1411821431284941
qwen3.5:4b,state_202,USB_Male,USB_Male,Gear_Small,gear,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/USB_Male/Gear_Small.json,0.06703653501638802,0.06703653501638802,0.06703653501638802,0.7983278636364411,0.7983278636364411,0.7983278636364411,C,qwen3.5-4b/responses/state_202/USB_Male/Gear_Small.json,0.01608420375878371,0.01608420375878371,0.01608420375878371,0.8476533340578154,0.8476533340578154,0.8476533340578154,-0.050952331257604316,-0.050952331257604316
qwen3.5:4b,state_202,DSUB_Male,DSUB_Male,Gear_Small,gear,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/DSUB_Male/Gear_Small.json,0.15221156666021163,0.15221156666021163,0.15221156666021163,0.720896015271382,0.720896015271382,0.720896015271382,C,qwen3.5-4b/responses/state_202/DSUB_Male/Gear_Small.json,0.043884106632840675,0.043884106632840675,0.043884106632840675,0.7946404220961945,0.7946404220961945,0.7946404220961945,-0.10832746002737095,-0.10832746002737095
qwen3.5:4b,state_202,Gear_Large,gear,Waterproof_Male,Waterproof_Male,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/Gear_Large/Waterproof_Male.json,0.24264673408977827,0.24264673408977827,0.24264673408977827,0.5943980690323752,0.5943980690323752,0.5943980690323752,C,qwen3.5-4b/responses/state_202/Gear_Large/Waterproof_Male.json,0.08918935206309575,0.08918935206309575,0.08918935206309575,0.7540787444725039,0.7540787444725039,0.7540787444725039,-0.15345738202668252,-0.15345738202668252
qwen3.5:4b,state_202,Gear_Medium,gear,Waterproof_Male,Waterproof_Male,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/Gear_Medium/Waterproof_Male.json,0.21054529998694588,0.21054529998694588,0.21054529998694588,0.6543001481189356,0.6543001481189356,0.6543001481189356,C,qwen3.5-4b/responses/state_202/Gear_Medium/Waterproof_Male.json,0.08918935206309575,0.08918935206309575,0.08918935206309575,0.7540787444725039,0.7540787444725039,0.7540787444725039,-0.12135594792385013,-0.12135594792385013
qwen3.5:4b,state_202,Gear_Small,gear,Waterproof_Male,Waterproof_Male,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/Gear_Small/Waterproof_Male.json,0.24951519850579867,0.24951519850579867,0.24951519850579867,0.580635012881606,0.580635012881606,0.580635012881606,C,qwen3.5-4b/responses/state_202/Gear_Small/Waterproof_Male.json,0.08918935206309575,0.08918935206309575,0.08918935206309575,0.7540787444725039,0.7540787444725039,0.7540787444725039,-0.16032584644270292,-0.16032584644270292
qwen3.5:4b,state_202,Waterproof_Male,Waterproof_Male,Waterproof_Male,Waterproof_Male,True,True,False,A,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/Waterproof_Male/Waterproof_Male.json,0.6959017021453745,0.6959017021453745,0.6959017021453745,0.17577639814350243,0.17577639814350243,0.17577639814350243,A,qwen3.5-4b/responses/state_202/Waterproof_Male/Waterproof_Male.json,0.8149529064679002,0.8149529064679002,0.8149529064679002,0.09735193094061736,0.09735193094061736,0.09735193094061736,0.1190512043225257,0.1190512043225257
qwen3.5:4b,state_202,M12_Hex_Nut,hex_nut,Waterproof_Male,Waterproof_Male,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/M12_Hex_Nut/Waterproof_Male.json,0.12809453726157952,0.12809453726157952,0.12809453726157952,0.7527507544649309,0.7527507544649309,0.7527507544649309,C,qwen3.5-4b/responses/state_202/M12_Hex_Nut/Waterproof_Male.json,0.06371702218600116,0.06371702218600116,0.06371702218600116,0.7524290787941886,0.7524290787941886,0.7524290787941886,-0.06437751507557836,-0.06437751507557836
qwen3.5:4b,state_202,M16_Hex_Nut,hex_nut,Waterproof_Male,Waterproof_Male,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/M16_Hex_Nut/Waterproof_Male.json,0.1509001012375061,0.1509001012375061,0.1509001012375061,0.716599704533305,0.716599704533305,0.716599704533305,C,qwen3.5-4b/responses/state_202/M16_Hex_Nut/Waterproof_Male.json,0.06371702218600116,0.06371702218600116,0.06371702218600116,0.7524290787941886,0.7524290787941886,0.7524290787941886,-0.08718307905150495,-0.08718307905150495
qwen3.5:4b,state_202,RGOCG16-50_16mm,round_pin,Waterproof_Male,Waterproof_Male,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/RGOCG16-50_16mm/Waterproof_Male.json,0.23437115337414116,0.23437115337414116,0.23437115337414116,0.6244928179562079,0.6244928179562079,0.6244928179562079,C,qwen3.5-4b/responses/state_202/RGOCG16-50_16mm/Waterproof_Male.json,0.0884620504618464,0.0884620504618464,0.0884620504618464,0.6994124735784283,0.6994124735784283,0.6994124735784283,-0.14590910291229475,-0.14590910291229475
qwen3.5:4b,state_202,RGOCG12-50_12mm,round_pin,Waterproof_Male,Waterproof_Male,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/RGOCG12-50_12mm/Waterproof_Male.json,0.24107737392036843,0.24107737392036843,0.24107737392036843,0.6221769961059097,0.6221769961059097,0.6221769961059097,C,qwen3.5-4b/responses/state_202/RGOCG12-50_12mm/Waterproof_Male.json,0.0884620504618464,0.0884620504618464,0.0884620504618464,0.6994124735784283,0.6994124735784283,0.6994124735784283,-0.15261532345852202,-0.15261532345852202
qwen3.5:4b,state_202,RGOCG8-50_8mm,round_pin,Waterproof_Male,Waterproof_Male,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/RGOCG8-50_8mm/Waterproof_Male.json,0.25294134156760756,0.25294134156760756,0.25294134156760756,0.5870807920871057,0.5870807920871057,0.5870807920871057,C,qwen3.5-4b/responses/state_202/RGOCG8-50_8mm/Waterproof_Male.json,0.0884620504618464,0.0884620504618464,0.0884620504618464,0.6994124735784283,0.6994124735784283,0.6994124735784283,-0.16447929110576115,-0.16447929110576115
qwen3.5:4b,state_202,USB_Male,USB_Male,Waterproof_Male,Waterproof_Male,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/USB_Male/Waterproof_Male.json,0.1502298424224701,0.1502298424224701,0.1502298424224701,0.7521040439243714,0.7521040439243714,0.7521040439243714,C,qwen3.5-4b/responses/state_202/USB_Male/Waterproof_Male.json,0.13731624906896028,0.13731624906896028,0.13731624906896028,0.5933813511164429,0.5933813511164429,0.5933813511164429,-0.012913593353509806,-0.012913593353509806
qwen3.5:4b,state_202,DSUB_Male,DSUB_Male,Waterproof_Male,Waterproof_Male,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/DSUB_Male/Waterproof_Male.json,0.20742075524506537,0.20742075524506537,0.20742075524506537,0.6573750379317884,0.6573750379317884,0.6573750379317884,A,qwen3.5-4b/responses/state_202/DSUB_Male/Waterproof_Male.json,0.5020670875070627,0.5020670875070627,0.5020670875070627,0.30769519556195823,0.30769519556195823,0.30769519556195823,0.2946463322619974,0.2946463322619974
qwen3.5:4b,state_202,Gear_Large,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/Gear_Large/M12_Hex_Nut.json,0.6411496412026078,0.6411496412026078,0.6411496412026078,0.2922452926358109,0.2922452926358109,0.2922452926358109,A,qwen3.5-4b/responses/state_202/Gear_Large/M12_Hex_Nut.json,0.6911659751390938,0.6911659751390938,0.6911659751390938,0.16196861881533942,0.16196861881533942,0.16196861881533942,0.05001633393648608,0.05001633393648608
qwen3.5:4b,state_202,Gear_Medium,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/Gear_Medium/M12_Hex_Nut.json,0.6523000693260603,0.6523000693260603,0.6523000693260603,0.2662938061079037,0.2662938061079037,0.2662938061079037,A,qwen3.5-4b/responses/state_202/Gear_Medium/M12_Hex_Nut.json,0.6911659751390938,0.6911659751390938,0.6911659751390938,0.16196861881533942,0.16196861881533942,0.16196861881533942,0.03886590581303351,0.03886590581303351
qwen3.5:4b,state_202,Gear_Small,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/Gear_Small/M12_Hex_Nut.json,0.6611332230303729,0.6611332230303729,0.6611332230303729,0.2540591016304288,0.2540591016304288,0.2540591016304288,A,qwen3.5-4b/responses/state_202/Gear_Small/M12_Hex_Nut.json,0.6911659751390938,0.6911659751390938,0.6911659751390938,0.16196861881533942,0.16196861881533942,0.16196861881533942,0.030032752108720917,0.030032752108720917
qwen3.5:4b,state_202,Waterproof_Male,Waterproof_Male,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/Waterproof_Male/M12_Hex_Nut.json,0.6706134099122717,0.6706134099122717,0.6706134099122717,0.2545516687651545,0.2545516687651545,0.2545516687651545,A,qwen3.5-4b/responses/state_202/Waterproof_Male/M12_Hex_Nut.json,0.7604188297333514,0.7604188297333514,0.7604188297333514,0.13240688704335354,0.13240688704335354,0.13240688704335354,0.0898054198210797,0.0898054198210797
qwen3.5:4b,state_202,M12_Hex_Nut,hex_nut,M12_Hex_Nut,hex_nut,True,True,False,A,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/M12_Hex_Nut/M12_Hex_Nut.json,0.5912167379174877,0.5912167379174877,0.5912167379174877,0.3230961100546994,0.3230961100546994,0.3230961100546994,A,qwen3.5-4b/responses/state_202/M12_Hex_Nut/M12_Hex_Nut.json,0.7750439696434371,0.7750439696434371,0.7750439696434371,0.10511411878132831,0.10511411878132831,0.10511411878132831,0.1838272317259494,0.1838272317259494
qwen3.5:4b,state_202,M16_Hex_Nut,hex_nut,M12_Hex_Nut,hex_nut,True,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/M16_Hex_Nut/M12_Hex_Nut.json,0.6652587717422048,0.6652587717422048,0.6652587717422048,0.23220952397065173,0.23220952397065173,0.23220952397065173,A,qwen3.5-4b/responses/state_202/M16_Hex_Nut/M12_Hex_Nut.json,0.7750439696434371,0.7750439696434371,0.7750439696434371,0.10511411878132831,0.10511411878132831,0.10511411878132831,0.10978519790123231,0.10978519790123231
qwen3.5:4b,state_202,RGOCG16-50_16mm,round_pin,M12_Hex_Nut,hex_nut,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/RGOCG16-50_16mm/M12_Hex_Nut.json,0.2567306342515473,0.2567306342515473,0.2567306342515473,0.6223500385475984,0.6223500385475984,0.6223500385475984,C,qwen3.5-4b/responses/state_202/RGOCG16-50_16mm/M12_Hex_Nut.json,0.38493756575393717,0.38493756575393717,0.38493756575393717,0.40749896758235366,0.40749896758235366,0.40749896758235366,0.12820693150238988,0.12820693150238988
qwen3.5:4b,state_202,RGOCG12-50_12mm,round_pin,M12_Hex_Nut,hex_nut,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/RGOCG12-50_12mm/M12_Hex_Nut.json,0.23154923575548128,0.23154923575548128,0.23154923575548128,0.6393401543373507,0.6393401543373507,0.6393401543373507,C,qwen3.5-4b/responses/state_202/RGOCG12-50_12mm/M12_Hex_Nut.json,0.38493756575393717,0.38493756575393717,0.38493756575393717,0.40749896758235366,0.40749896758235366,0.40749896758235366,0.1533883299984559,0.1533883299984559
qwen3.5:4b,state_202,RGOCG8-50_8mm,round_pin,M12_Hex_Nut,hex_nut,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/RGOCG8-50_8mm/M12_Hex_Nut.json,0.2528671460229456,0.2528671460229456,0.2528671460229456,0.61069578316437,0.61069578316437,0.61069578316437,C,qwen3.5-4b/responses/state_202/RGOCG8-50_8mm/M12_Hex_Nut.json,0.38493756575393717,0.38493756575393717,0.38493756575393717,0.40749896758235366,0.40749896758235366,0.40749896758235366,0.1320704197309916,0.1320704197309916
qwen3.5:4b,state_202,USB_Male,USB_Male,M12_Hex_Nut,hex_nut,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/USB_Male/M12_Hex_Nut.json,0.1452312323945481,0.1452312323945481,0.1452312323945481,0.7633849917830687,0.7633849917830687,0.7633849917830687,C,qwen3.5-4b/responses/state_202/USB_Male/M12_Hex_Nut.json,0.1600931920969147,0.1600931920969147,0.1600931920969147,0.63974464243377,0.63974464243377,0.63974464243377,0.01486195970236659,0.01486195970236659
qwen3.5:4b,state_202,DSUB_Male,DSUB_Male,M12_Hex_Nut,hex_nut,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/DSUB_Male/M12_Hex_Nut.json,0.3292887368724914,0.3292887368724914,0.3292887368724914,0.5873767652955031,0.5873767652955031,0.5873767652955031,C,qwen3.5-4b/responses/state_202/DSUB_Male/M12_Hex_Nut.json,0.21654969045844472,0.21654969045844472,0.21654969045844472,0.5800080371700557,0.5800080371700557,0.5800080371700557,-0.11273904641404667,-0.11273904641404667
qwen3.5:4b,state_202,Gear_Large,gear,M16_Hex_Nut,hex_nut,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/Gear_Large/M16_Hex_Nut.json,0.36799692459830935,0.36799692459830935,0.36799692459830935,0.47211564358838704,0.47211564358838704,0.47211564358838704,C,qwen3.5-4b/responses/state_202/Gear_Large/M16_Hex_Nut.json,0.321786222293909,0.321786222293909,0.321786222293909,0.3866571525288442,0.3866571525288442,0.3866571525288442,-0.04621070230440033,-0.04621070230440033
qwen3.5:4b,state_202,Gear_Medium,gear,M16_Hex_Nut,hex_nut,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/Gear_Medium/M16_Hex_Nut.json,0.3596717541527953,0.3596717541527953,0.3596717541527953,0.5358306123568538,0.5358306123568538,0.5358306123568538,C,qwen3.5-4b/responses/state_202/Gear_Medium/M16_Hex_Nut.json,0.321786222293909,0.321786222293909,0.321786222293909,0.3866571525288442,0.3866571525288442,0.3866571525288442,-0.03788553185888627,-0.03788553185888627
qwen3.5:4b,state_202,Gear_Small,gear,M16_Hex_Nut,hex_nut,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/Gear_Small/M16_Hex_Nut.json,0.3594953617988555,0.3594953617988555,0.3594953617988555,0.45910135106404815,0.45910135106404815,0.45910135106404815,C,qwen3.5-4b/responses/state_202/Gear_Small/M16_Hex_Nut.json,0.321786222293909,0.321786222293909,0.321786222293909,0.3866571525288442,0.3866571525288442,0.3866571525288442,-0.037709139504946476,-0.037709139504946476
qwen3.5:4b,state_202,Waterproof_Male,Waterproof_Male,M16_Hex_Nut,hex_nut,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/Waterproof_Male/M16_Hex_Nut.json,0.3640616691591461,0.3640616691591461,0.3640616691591461,0.44931872811775786,0.44931872811775786,0.44931872811775786,A,qwen3.5-4b/responses/state_202/Waterproof_Male/M16_Hex_Nut.json,0.49825948043578844,0.49825948043578844,0.49825948043578844,0.2429119544564538,0.2429119544564538,0.2429119544564538,0.13419781127664232,0.13419781127664232
qwen3.5:4b,state_202,M12_Hex_Nut,hex_nut,M16_Hex_Nut,hex_nut,True,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/M12_Hex_Nut/M16_Hex_Nut.json,0.7894225751750417,0.7894225751750417,0.7894225751750417,0.1303798132649896,0.1303798132649896,0.1303798132649896,A,qwen3.5-4b/responses/state_202/M12_Hex_Nut/M16_Hex_Nut.json,0.8171926133802192,0.8171926133802192,0.8171926133802192,0.06751735019996444,0.06751735019996444,0.06751735019996444,0.02777003820517754,0.02777003820517754
qwen3.5:4b,state_202,M16_Hex_Nut,hex_nut,M16_Hex_Nut,hex_nut,True,True,False,A,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/M16_Hex_Nut/M16_Hex_Nut.json,0.7341122548264903,0.7341122548264903,0.7341122548264903,0.15266565071531008,0.15266565071531008,0.15266565071531008,A,qwen3.5-4b/responses/state_202/M16_Hex_Nut/M16_Hex_Nut.json,0.8171926133802192,0.8171926133802192,0.8171926133802192,0.06751735019996444,0.06751735019996444,0.06751735019996444,0.08308035855372886,0.08308035855372886
qwen3.5:4b,state_202,RGOCG16-50_16mm,round_pin,M16_Hex_Nut,hex_nut,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/RGOCG16-50_16mm/M16_Hex_Nut.json,0.19411571605830846,0.19411571605830846,0.19411571605830846,0.6002392230535899,0.6002392230535899,0.6002392230535899,C,qwen3.5-4b/responses/state_202/RGOCG16-50_16mm/M16_Hex_Nut.json,0.1520061403321083,0.1520061403321083,0.1520061403321083,0.4427743790508216,0.4427743790508216,0.4427743790508216,-0.042109575726200166,-0.042109575726200166
qwen3.5:4b,state_202,RGOCG12-50_12mm,round_pin,M16_Hex_Nut,hex_nut,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/RGOCG12-50_12mm/M16_Hex_Nut.json,0.17025043053647348,0.17025043053647348,0.17025043053647348,0.595252163930724,0.595252163930724,0.595252163930724,C,qwen3.5-4b/responses/state_202/RGOCG12-50_12mm/M16_Hex_Nut.json,0.1520061403321083,0.1520061403321083,0.1520061403321083,0.4427743790508216,0.4427743790508216,0.4427743790508216,-0.018244290204365188,-0.018244290204365188
qwen3.5:4b,state_202,RGOCG8-50_8mm,round_pin,M16_Hex_Nut,hex_nut,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/RGOCG8-50_8mm/M16_Hex_Nut.json,0.19782406914186917,0.19782406914186917,0.19782406914186917,0.6402767252599154,0.6402767252599154,0.6402767252599154,C,qwen3.5-4b/responses/state_202/RGOCG8-50_8mm/M16_Hex_Nut.json,0.1520061403321083,0.1520061403321083,0.1520061403321083,0.4427743790508216,0.4427743790508216,0.4427743790508216,-0.04581792880976088,-0.04581792880976088
qwen3.5:4b,state_202,USB_Male,USB_Male,M16_Hex_Nut,hex_nut,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/USB_Male/M16_Hex_Nut.json,0.08152024482715192,0.08152024482715192,0.08152024482715192,0.6885440941619497,0.6885440941619497,0.6885440941619497,C,qwen3.5-4b/responses/state_202/USB_Male/M16_Hex_Nut.json,0.04173722764167425,0.04173722764167425,0.04173722764167425,0.674106064944565,0.674106064944565,0.674106064944565,-0.03978301718547767,-0.03978301718547767
qwen3.5:4b,state_202,DSUB_Male,DSUB_Male,M16_Hex_Nut,hex_nut,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/DSUB_Male/M16_Hex_Nut.json,0.2653068558062117,0.2653068558062117,0.2653068558062117,0.5444158238067649,0.5444158238067649,0.5444158238067649,C,qwen3.5-4b/responses/state_202/DSUB_Male/M16_Hex_Nut.json,0.13487877484002042,0.13487877484002042,0.13487877484002042,0.47084765971664627,0.47084765971664627,0.47084765971664627,-0.1304280809661913,-0.1304280809661913
qwen3.5:4b,state_202,Gear_Large,gear,RGOCG16-50_16mm,round_pin,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/Gear_Large/RGOCG16-50_16mm.json,0.048184037742832274,0.048184037742832274,0.048184037742832274,0.8776295753865571,0.8776295753865571,0.8776295753865571,C,qwen3.5-4b/responses/state_202/Gear_Large/RGOCG16-50_16mm.json,0.051050627684366696,0.051050627684366696,0.051050627684366696,0.8960318558755578,0.8960318558755578,0.8960318558755578,0.0028665899415344226,0.0028665899415344226
qwen3.5:4b,state_202,Gear_Medium,gear,RGOCG16-50_16mm,round_pin,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/Gear_Medium/RGOCG16-50_16mm.json,0.060896609107762845,0.060896609107762845,0.060896609107762845,0.8838280445587571,0.8838280445587571,0.8838280445587571,C,qwen3.5-4b/responses/state_202/Gear_Medium/RGOCG16-50_16mm.json,0.051050627684366696,0.051050627684366696,0.051050627684366696,0.8960318558755578,0.8960318558755578,0.8960318558755578,-0.009845981423396148,-0.009845981423396148
qwen3.5:4b,state_202,Gear_Small,gear,RGOCG16-50_16mm,round_pin,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/Gear_Small/RGOCG16-50_16mm.json,0.04537014490595202,0.04537014490595202,0.04537014490595202,0.9018152363492216,0.9018152363492216,0.9018152363492216,C,qwen3.5-4b/responses/state_202/Gear_Small/RGOCG16-50_16mm.json,0.051050627684366696,0.051050627684366696,0.051050627684366696,0.8960318558755578,0.8960318558755578,0.8960318558755578,0.005680482778414674,0.005680482778414674
qwen3.5:4b,state_202,Waterproof_Male,Waterproof_Male,RGOCG16-50_16mm,round_pin,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/Waterproof_Male/RGOCG16-50_16mm.json,0.0887993886946662,0.0887993886946662,0.0887993886946662,0.8170748325981039,0.8170748325981039,0.8170748325981039,C,qwen3.5-4b/responses/state_202/Waterproof_Male/RGOCG16-50_16mm.json,0.06389429280074502,0.06389429280074502,0.06389429280074502,0.8754984096649899,0.8754984096649899,0.8754984096649899,-0.02490509589392119,-0.02490509589392119
qwen3.5:4b,state_202,M12_Hex_Nut,hex_nut,RGOCG16-50_16mm,round_pin,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/M12_Hex_Nut/RGOCG16-50_16mm.json,0.07146086253958532,0.07146086253958532,0.07146086253958532,0.8757058386345018,0.8757058386345018,0.8757058386345018,C,qwen3.5-4b/responses/state_202/M12_Hex_Nut/RGOCG16-50_16mm.json,0.03516324206136226,0.03516324206136226,0.03516324206136226,0.8561103948328741,0.8561103948328741,0.8561103948328741,-0.03629762047822306,-0.03629762047822306
qwen3.5:4b,state_202,M16_Hex_Nut,hex_nut,RGOCG16-50_16mm,round_pin,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/M16_Hex_Nut/RGOCG16-50_16mm.json,0.08555521101892398,0.08555521101892398,0.08555521101892398,0.8603997259758248,0.8603997259758248,0.8603997259758248,C,qwen3.5-4b/responses/state_202/M16_Hex_Nut/RGOCG16-50_16mm.json,0.03516324206136226,0.03516324206136226,0.03516324206136226,0.8561103948328741,0.8561103948328741,0.8561103948328741,-0.05039196895756172,-0.05039196895756172
qwen3.5:4b,state_202,RGOCG16-50_16mm,round_pin,RGOCG16-50_16mm,round_pin,True,True,False,A,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/RGOCG16-50_16mm/RGOCG16-50_16mm.json,0.8036398259658203,0.8036398259658203,0.8036398259658203,0.15872216205295947,0.15872216205295947,0.15872216205295947,A,qwen3.5-4b/responses/state_202/RGOCG16-50_16mm/RGOCG16-50_16mm.json,0.8676931253170184,0.8676931253170184,0.8676931253170184,0.07977338058541401,0.07977338058541401,0.07977338058541401,0.06405329935119808,0.06405329935119808
qwen3.5:4b,state_202,RGOCG12-50_12mm,round_pin,RGOCG16-50_16mm,round_pin,True,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/RGOCG12-50_12mm/RGOCG16-50_16mm.json,0.8061450115470139,0.8061450115470139,0.8061450115470139,0.14927265324165548,0.14927265324165548,0.14927265324165548,A,qwen3.5-4b/responses/state_202/RGOCG12-50_12mm/RGOCG16-50_16mm.json,0.8676931253170184,0.8676931253170184,0.8676931253170184,0.07977338058541401,0.07977338058541401,0.07977338058541401,0.061548113770004464,0.061548113770004464
qwen3.5:4b,state_202,RGOCG8-50_8mm,round_pin,RGOCG16-50_16mm,round_pin,True,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/RGOCG8-50_8mm/RGOCG16-50_16mm.json,0.802025974665222,0.802025974665222,0.802025974665222,0.15306234280987815,0.15306234280987815,0.15306234280987815,A,qwen3.5-4b/responses/state_202/RGOCG8-50_8mm/RGOCG16-50_16mm.json,0.8676931253170184,0.8676931253170184,0.8676931253170184,0.07977338058541401,0.07977338058541401,0.07977338058541401,0.0656671506517964,0.0656671506517964
