sample_id,partition,task_index,initial_state_index,target_description,provider,model,predicted_object_id,ground_truth_object_id,correct,raw_log_probability,raw_association_likelihood,association_score,score_type,candidate_scores,association_margin,score_unavailable_reason
task_01_cream_cheese_state_12,calibration,1,12,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,0.0,1.0,0.9999999983080723,candidate_normalized,"{""object_001"":4.8473686973987306e-11,""object_002"":1.1628233008939288e-10,""object_003"":5.4927883409019284e-11,""object_004"":2.5946094935278813e-11,""object_005"":2.940077733903621e-11,""object_006"":0.9999999983080723,""object_007"":1.4166087840505565e-09,""none"":2.882350788169186e-13}",0.9999999968914635,
task_01_cream_cheese_state_13,calibration,1,13,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,0.0,1.0,0.999999991865839,candidate_normalized,"{""object_001"":6.560200113631828e-12,""object_002"":1.16282329335785e-10,""object_003"":5.602796390972317e-09,""object_004"":3.1608814280435453e-10,""object_005"":2.940077714849429e-11,""object_006"":0.999999991865839,""object_007"":2.0611536053082703e-09,""none"":1.879528800918283e-12}",0.9999999862630427,
task_01_cream_cheese_state_14,calibration,1,14,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_01_cream_cheese_state_15,calibration,1,15,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,0.0,1.0,0.9999999777782778,candidate_normalized,"{""object_001"":1.5737101753174336e-11,""object_002"":7.43368050528154e-12,""object_003"":2.21594892753354e-08,""object_004"":1.2256067168646552e-11,""object_005"":1.5737101753174336e-11,""object_006"":0.9999999777782778,""object_007"":6.5602000207144494e-12,""none"":4.508755140961355e-12}",0.9999999556187885,
task_01_cream_cheese_state_16,calibration,1,16,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,0.0,1.0,0.9999999987606154,candidate_normalized,"{""object_001"":3.160881450054916e-10,""object_002"":3.3315445376776945e-11,""object_003"":8.592166607597555e-10,""object_004"":3.978962530476231e-12,""object_005"":2.0206839062996723e-11,""object_006"":0.9999999987606154,""object_007"":6.56020015931497e-12,""none"":1.842625212240923e-14}",0.9999999979013987,
task_01_cream_cheese_state_17,calibration,1,17,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,-1.9361264946837764e-07,0.9999998063873693,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_01_cream_cheese_state_18,calibration,1,18,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,-1.1756367712223437e-05,0.9999882437013936,0.9999882834013446,candidate_normalized,"{""object_001"":1.9555458060411583e-08,""object_002"":8.315192357355496e-07,""object_003"":1.0129978067557101e-05,""object_004"":9.736089274186074e-10,""object_005"":7.582473950789221e-10,""object_006"":0.9999882834013446,""object_007"":7.338131499761325e-07,""none"":8.878164224159041e-13}",0.999978153423277,
task_01_cream_cheese_state_19,calibration,1,19,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,-4.320199877838604e-07,0.9999995679801056,0.9999996066655279,candidate_normalized,"{""object_001"":2.2897349338325874e-11,""object_002"":6.560200420813863e-12,""object_003"":4.5990555557807105e-10,""object_004"":1.5737102712962935e-11,""object_005"":4.2777880337240687e-11,""object_006"":0.9999996066655279,""object_007"":3.927863696759096e-07,""none"":2.2447771414765006e-13}",0.9999992138791582,
task_01_cream_cheese_state_20,calibration,1,20,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,-6.704273118884885e-07,0.9999993295729128,0.9999994041844642,candidate_normalized,"{""object_001"":2.6465738355137525e-09,""object_002"":8.59216725745591e-10,""object_003"":5.04347219050882e-07,""object_004"":1.026188039402079e-10,""object_005"":2.1724400964619292e-10,""object_006"":0.9999994041844642,""object_007"":8.764248870508772e-08,""none"":1.7482342581412136e-13}",0.9999988998372451,
task_01_cream_cheese_state_21,calibration,1,21,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,0.0,1.0,0.9999999999967584,candidate_normalized,"{""object_001"":1.3615261077868796e-13,""object_002"":9.357622966759239e-14,""object_003"":1.6586783585453767e-12,""object_004"":1.9810087976084456e-13,""object_005"":4.1937956574469343e-13,""object_006"":0.9999999999967584,""object_007"":6.914400105402589e-13,""none"":4.420228102658209e-14}",0.9999999999950997,
task_01_cream_cheese_state_22,calibration,1,22,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_01_cream_cheese_state_23,calibration,1,23,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,-0.00020377879263833165,0.9997962419688495,0.999796259236579,candidate_normalized,"{""object_001"":9.929167860793244e-08,""object_002"":1.637043025244194e-07,""object_003"":4.6902067939897805e-08,""object_004"":1.8185905300391431e-09,""object_005"":1.6049005098292214e-09,""object_006"":0.999796259236579,""object_007"":0.0002034268514709863,""none"":5.904099026917369e-10}",0.999592832385108,
task_01_cream_cheese_state_24,calibration,1,24,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,-1.0280383548888494e-06,0.9999989719621736,0.9999990960294927,candidate_normalized,"{""object_001"":2.5109946774903056e-08,""object_002"":4.691155655355091e-08,""object_003"":8.315280291161698e-07,""object_004"":3.775127811497005e-11,""object_005"":1.0261861330102673e-10,""object_006"":0.9999990960294927,""object_007"":2.789463117978466e-10,""none"":1.6586754007362323e-12}",0.9999982645014636,
task_01_cream_cheese_state_25,calibration,1,25,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_01_cream_cheese_state_26,calibration,1,26,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,-1.0206720617134124e-05,0.9999897933314713,0.9999898364758184,candidate_normalized,"{""object_001"":6.6915225638181e-10,""object_002"":5.905247936144404e-10,""object_003"":3.224156128005275e-08,""object_004"":9.544944305764778e-12,""object_005"":2.2897131077391058e-11,""object_006"":0.9999898364758184,""object_007"":1.0129987766507664e-05,""none"":2.7346723293649657e-12}",0.9999797064880519,
task_01_cream_cheese_state_27,calibration,1,27,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_003,object_006,False,-0.2812754511833191,0.754820390672397,0.7548205650576073,candidate_normalized,"{""object_001"":1.1125446762585715e-05,""object_002"":0.04825406173860108,""object_003"":0.7548205650576073,""object_004"":2.3552570981217386e-05,""object_005"":3.6119037419374165e-06,""object_006"":0.14863296983515498,""object_007"":0.048254061926062033,""none"":5.152108896610077e-08}",0.6061875952224524,
task_01_cream_cheese_state_28,calibration,1,28,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,-2.3319124011322856e-05,0.9999766811478773,0.9999767439217517,candidate_normalized,"{""object_001"":2.2158983976227112e-08,""object_002"":1.7603061317126116e-06,""object_003"":2.1444918818578184e-05,""object_004"":5.492662976378791e-11,""object_005"":5.492662976378791e-11,""object_006"":0.9999767439217517,""object_007"":2.8452698633452004e-08,""none"":1.3176213512122869e-10}",0.9999552990029331,
task_01_cream_cheese_state_29,calibration,1,29,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,0.0,1.0,0.9999999887794931,candidate_normalized,"{""object_001"":2.061153599163773e-09,""object_002"":8.592166522150371e-10,""object_003"":7.1941329490884014e-09,""object_004"":3.2661313059059145e-13,""object_005"":2.4133627445812425e-12,""object_006"":0.9999999887794931,""object_007"":1.1032560198854593e-09,""none"":7.681204598465043e-15}",0.9999999815853602,
task_01_cream_cheese_state_30,validation,1,30,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,-2.935296834039036e-06,0.999997064707474,0.9999970962286859,candidate_normalized,"{""object_001"":8.423431885970379e-12,""object_002"":3.978947482224572e-12,""object_003"":1.2256021075708105e-11,""object_004"":1.7832405442535027e-11,""object_005"":1.4166034271858542e-09,""object_006"":0.9999970962286859,""object_007"":2.9023121961581782e-06,""none"":2.3659686579294692e-14}",0.9999941939164898,
task_01_cream_cheese_state_31,validation,1,31,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,0.0,1.0,0.9999999946231248,candidate_normalized,"{""object_001"":9.056076940270487e-11,""object_002"":2.4616969383864253e-10,""object_003"":3.398267800956965e-09,""object_004"":6.560200132366814e-12,""object_005"":1.2256067377240632e-11,""object_006"":0.9999999946231248,""object_007"":1.6052280464288301e-09,""none"":1.7832472810867335e-11}",0.999999991224857,
task_01_cream_cheese_state_32,validation,1,32,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_01_cream_cheese_state_33,validation,1,33,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_01_cream_cheese_state_34,validation,1,34,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_01_cream_cheese_state_35,validation,1,35,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,-5.56233171664644e-05,0.9999443782297815,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_01_cream_cheese_state_36,validation,1,36,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,-0.0014314282452687621,0.9985695957594872,0.9985696282324974,candidate_normalized,"{""object_001"":1.6677810465648647e-05,""object_002"":0.00012323327713801056,""object_003"":0.000910577598027828,""object_004"":1.6350350055803835e-07,""object_005"":8.751720073941776e-08,""object_006"":0.9985696282324974,""object_007"":0.00037958521658788537,""none"":4.684458188776398e-08}",0.9976590506344696,
task_01_cream_cheese_state_37,validation,1,37,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_01_cream_cheese_state_38,validation,1,38,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,-1.9361264946837764e-07,0.9999998063873693,0.9999998974336367,candidate_normalized,"{""object_001"":4.277788257467142e-11,""object_002"":1.1032561325385456e-09,""object_003"":9.931195214082817e-08,""object_004"":1.49309481179634e-10,""object_005"":3.775134887127506e-11,""object_006"":0.9999998974336367,""object_007"":1.6052282009684644e-09,""none"":3.16088174137715e-10}",0.9999997981216846,
task_01_cream_cheese_state_39,validation,1,39,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,0.0,1.0,0.9999999963396922,candidate_normalized,"{""object_001"":3.3315445275445905e-11,""object_002"":5.492788326847375e-11,""object_003"":3.398267804580408e-09,""object_004"":8.423463717498894e-12,""object_005"":1.5737102037794308e-11,""object_006"":0.9999999963396922,""object_007"":1.4930946696441183e-10,""none"":3.266131328452718e-13}",0.9999999929414244,
task_01_cream_cheese_state_40,test,1,40,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,-3.128163257315464e-07,0.9999996871837232,0.9999997139440219,candidate_normalized,"{""object_001"":2.8453348843179763e-08,""object_002"":1.7257828444887518e-08,""object_003"":2.3823697305786865e-07,""object_004"":1.691897967410707e-10,""object_005"":1.4166088241500733e-09,""object_006"":0.9999997139440219,""object_007"":5.21141262586863e-10,""none"":8.878265713525271e-13}",0.9999994757070488,
task_01_cream_cheese_state_41,test,1,41,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,-0.2014133334159851,0.8175744308728488,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_01_cream_cheese_state_42,test,1,42,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,-4.842555426876061e-06,0.9999951574562983,0.9999952130755936,candidate_normalized,"{""object_001"":2.7346827952011357e-12,""object_002"":5.109060076993972e-12,""object_003"":1.8189513802584035e-09,""object_004"":8.878215169044774e-13,""object_005"":1.6586689598781334e-12,""object_006"":0.9999952130755936,""object_007"":4.785094840291201e-06,""none"":2.2447643348088494e-13}",0.9999904279807533,
task_01_cream_cheese_state_43,test,1,43,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,-3.128163257315464e-07,0.9999996871837232,0.9999997706285126,candidate_normalized,"{""object_001"":1.6918980629894676e-10,""object_002"":2.061153793449509e-09,""object_003"":1.855391516555131e-07,""object_004"":6.22414513931611e-11,""object_005"":3.7751348574965814e-11,""object_006"":0.9999997706285126,""object_007"":4.139938062269845e-08,""none"":1.0261880483115284e-10}",0.9999995850893609,
task_01_cream_cheese_state_44,test,1,44,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,0.0,1.0,0.9999999941681794,candidate_normalized,"{""object_001"":1.026187957103264e-10,""object_002"":8.423463704668293e-12,""object_003"":5.602796404412979e-09,""object_004"":9.056076936132441e-11,""object_005"":2.594609482936878e-11,""object_006"":0.9999999941681794,""object_007"":1.4637785054719052e-12,""none"":1.1176086804820018e-14}",0.999999988565383,
task_01_cream_cheese_state_45,test,1,45,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,-5.512236498361744e-07,0.999999448776502,0.9999994840473649,candidate_normalized,"{""object_001"":9.23744998647558e-09,""object_002"":1.1032560711001476e-09,""object_003"":5.043471993020601e-07,""object_004"":1.1628233438712461e-10,""object_005"":4.27778801924462e-11,""object_006"":0.9999994840473649,""object_007"":1.1032560711001476e-09,""none"":2.413362856612918e-12}",0.9999989797001656,
task_01_cream_cheese_state_46,test,1,46,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,0.0,1.0,0.9999999791123859,candidate_normalized,"{""object_001"":1.4930946446380177e-10,""object_002"":2.7894680339086776e-10,""object_003"":1.725782762318608e-08,""object_004"":1.6918978868539327e-10,""object_005"":2.940077677140829e-11,""object_006"":0.9999999791123859,""object_007"":2.9989607614690676e-09,""none"":3.9789624517349645e-12}",0.9999999618545583,
task_01_cream_cheese_state_47,test,1,47,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,0.0,1.0,0.9999999998839324,candidate_normalized,"{""object_001"":4.277787865523363e-11,""object_002"":2.5946094961865833e-11,""object_003"":2.940077736916324e-11,""object_004"":2.734698289389154e-12,""object_005"":6.560200162869726e-12,""object_006"":0.9999999998839324,""object_007"":8.42346374768379e-12,""none"":2.244777053212871e-13}",0.9999999998411545,
task_01_cream_cheese_state_48,test,1,48,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_01_cream_cheese_state_49,test,1,49,cream cheese,openai,gpt-4.1-mini-2025-04-14,object_006,object_006,True,0.0,1.0,0.9999999977893563,candidate_normalized,"{""object_001"":5.211412475075509e-10,""object_002"":2.172439929737751e-10,""object_003"":4.5990553673448564e-10,""object_004"":8.878265456631125e-13,""object_005"":3.7751345349973693e-11,""object_006"":0.9999999977893563,""object_007"":9.736200289071672e-10,""none"":9.35762294583307e-14}",0.9999999968157363,
task_02_salad_dressing_state_00,calibration,2,0,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_02_salad_dressing_state_01,calibration,2,1,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,-1.9361264946837764e-07,0.9999998063873693,0.9999999831600571,candidate_normalized,"{""object_001"":1.1861120502391303e-08,""object_002"":1.8189617413879195e-09,""object_003"":0.9999999831600571,""object_004"":2.0611536834414617e-09,""object_005"":1.4930947203875192e-10,""object_006"":2.7894681754273773e-10,""object_007"":5.211412642128035e-10,""none"":1.4930947203875192e-10}",0.9999999712989366,
task_02_salad_dressing_state_02,calibration,2,2,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_02_salad_dressing_state_03,calibration,2,3,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_02_salad_dressing_state_04,calibration,2,4,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_02_salad_dressing_state_05,calibration,2,5,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,-3.128163257315464e-07,0.9999996871837232,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_02_salad_dressing_state_06,calibration,2,6,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_02_salad_dressing_state_07,calibration,2,7,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_02_salad_dressing_state_08,calibration,2,8,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_02_salad_dressing_state_09,calibration,2,9,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_02_salad_dressing_state_10,calibration,2,10,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,-5.512236498361744e-07,0.999999448776502,0.999999668025407,candidate_normalized,"{""object_001"":2.382367398003654e-07,""object_002"":2.215948979667094e-08,""object_003"":0.999999668025407,""object_004"":4.6911640267680776e-08,""object_005"":1.6052280568738172e-09,""object_006"":4.944450507138684e-09,""object_007"":1.7257828006110135e-08,""none"":8.592166628210424e-10}",0.9999994297886672,
task_02_salad_dressing_state_11,calibration,2,11,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_02_salad_dressing_state_12,calibration,2,12,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,-1.9361264946837764e-07,0.9999998063873693,0.9999998439447503,candidate_normalized,"{""object_001"":6.825603421654067e-08,""object_002"":2.2159489920495874e-08,""object_003"":0.9999998439447503,""object_004"":5.315785289719048e-08,""object_005"":2.998960844769173e-09,""object_006"":2.0611536361237698e-09,""object_007"":5.6027964747375305e-09,""none"":1.818961699630203e-09}",0.999999775688716,
task_02_salad_dressing_state_13,calibration,2,13,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_02_salad_dressing_state_14,calibration,2,14,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_02_salad_dressing_state_15,calibration,2,15,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,0.999999966232415,candidate_normalized,"{""object_001"":3.3982676763706943e-09,""object_002"":1.2501528137342268e-09,""object_003"":0.999999966232415,""object_004"":2.510999049988577e-08,""object_005"":2.461696848136434e-10,""object_006"":3.581747779431197e-10,""object_007"":2.6465735274437403e-09,""none"":7.582560108558256e-10}",0.9999999411224245,
task_02_salad_dressing_state_16,calibration,2,16,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_02_salad_dressing_state_17,calibration,2,17,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_02_salad_dressing_state_18,calibration,2,18,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,0.9999999595986563,candidate_normalized,"{""object_001"":2.5109989178280902e-08,""object_002"":4.944450033454477e-09,""object_003"":0.9999999595986563,""object_004"":7.1941323486849414e-09,""object_005"":5.21141199410986e-10,""object_006"":1.1032559278106066e-09,""object_007"":8.592165805070697e-10,""none"":6.691585457268406e-10}",0.9999999344886671,
task_02_salad_dressing_state_19,calibration,2,19,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_02_salad_dressing_state_20,calibration,2,20,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_02_salad_dressing_state_21,calibration,2,21,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_02_salad_dressing_state_22,calibration,2,22,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_02_salad_dressing_state_23,calibration,2,23,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_02_salad_dressing_state_24,calibration,2,24,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_02_salad_dressing_state_25,calibration,2,25,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_02_salad_dressing_state_26,calibration,2,26,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_02_salad_dressing_state_27,calibration,2,27,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,-1.9361264946837764e-07,0.9999998063873693,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_02_salad_dressing_state_28,calibration,2,28,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,0.9999999589322962,candidate_normalized,"{""object_001"":1.7257827120634796e-08,""object_002"":2.646573505900456e-09,""object_003"":0.9999999589322962,""object_004"":4.363462033649493e-09,""object_005"":2.646573505900456e-09,""object_006"":5.211412225978957e-10,""object_007"":1.3440409275661305e-08,""none"":1.9171714174071613e-10}",0.999999941674469,
task_02_salad_dressing_state_29,calibration,2,29,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,0.9999999999632108,candidate_normalized,"{""object_001"":4.508755241916761e-12,""object_002"":5.7893563282452074e-12,""object_003"":0.9999999999632108,""object_004"":2.5946094980589056e-11,""object_005"":3.701011678282338e-13,""object_006"":3.4424771081813206e-14,""object_007"":1.0603575990634724e-13,""none"":3.4424771081813206e-14}",0.9999999999372646,
task_02_salad_dressing_state_30,validation,2,30,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_02_salad_dressing_state_31,validation,2,31,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,0.9999999997243458,candidate_normalized,"{""object_001"":1.1628233024027053e-10,""object_002"":8.423463749981789e-12,""object_003"":0.9999999997243458,""object_004"":1.4930946754018493e-10,""object_005"":2.882350791909069e-13,""object_006"":1.2015425725371625e-13,""object_007"":1.006039278747438e-12,""none"":2.2447770538252668e-13}",0.9999999995750364,
task_02_salad_dressing_state_32,validation,2,32,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_02_salad_dressing_state_33,validation,2,33,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,0.9999999551308552,candidate_normalized,"{""object_001"":1.7257826816742813e-08,""object_002"":3.398267588868691e-09,""object_003"":0.9999999551308552,""object_004"":5.602796057298649e-09,""object_005"":4.5990550665334524e-10,""object_006"":8.592166036059303e-10,""object_007"":1.5229978711116903e-08,""none"":2.0611534825565872e-09}",0.9999999378730283,
task_02_salad_dressing_state_34,validation,2,34,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_02_salad_dressing_state_35,validation,2,35,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_02_salad_dressing_state_36,validation,2,36,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_02_salad_dressing_state_37,validation,2,37,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_02_salad_dressing_state_38,validation,2,38,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_02_salad_dressing_state_39,validation,2,39,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_02_salad_dressing_state_40,test,2,40,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_02_salad_dressing_state_41,test,2,41,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,-5.512236498361744e-07,0.999999448776502,0.9999997179520953,candidate_normalized,"{""object_001"":2.510999647026749e-08,""object_002"":1.1861122471999301e-08,""object_003"":0.9999997179520953,""object_004"":9.93119625521728e-08,""object_005"":1.344041258078218e-08,""object_006"":1.344041258078218e-08,""object_007"":1.125351967370252e-07,""none"":6.348801358201043e-09}",0.9999996054168986,
task_02_salad_dressing_state_42,test,2,42,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,0.0,1.0,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
task_02_salad_dressing_state_43,test,2,43,salad dressing,openai,gpt-4.1-mini-2025-04-14,object_003,object_003,True,-1.9361264946837764e-07,0.9999998063873693,,candidate_normalized,,,Candidate-normalized score requires returned log probabilities for every valid candidate label and NONE.
