sample_id,cohort,partition,target_description,ground_truth_object_id,initial_state_index,input_sha256,localization_sha256,condition,model,provider,generated_output_text,choice,predicted_object_id,explanation,explanation_word_count,format_valid,decision_tokens,decision_token_count,output_token_count,raw_log_probability,raw_sequence_likelihood,decision_character_span,candidate_map,correct,image_sha256,request_sha256,response_path,response_sha256,score_type,score_unavailable_reason,system_fingerprint,finish_reason,usage
task_00_alphabet_soup_state_02,additional_states,calibration,alphabet soup,object_005,2,2b8a7b2189f0105989870b5e1fb93ce68a6b94e47fd406688b68d97d6f49bf85,1114c457bfc0a59a3eb2c49d0dfce5848c1924cbe9ed980230423626c1e9ed16,label_only,gpt-4.1-mini-2025-04-14,openai,E,E,object_005,,0,True,"[{""index"":0,""token"":""E"",""logprob"":-0.0012011817889288068}]",1,1,-0.0012011817889288068,0.9987995393411512,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,10a44d49b0a8c35a06efdf07da50701a5808fc17d6828ef5172e21cba76b6e2c,8fb19c29619d150f6288eff11e56958f0a3962e74392507bd33cddd3233ef4d0,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_00_alphabet_soup_state_02_label_only.json,a6d44d33bd96234a1b30dd9eede7ea6e89cc99ca9d3b3a4655a5be6079a80d01,raw_label_likelihood,,,,
task_00_alphabet_soup_state_02,additional_states,calibration,alphabet soup,object_005,2,2b8a7b2189f0105989870b5e1fb93ce68a6b94e47fd406688b68d97d6f49bf85,1114c457bfc0a59a3eb2c49d0dfce5848c1924cbe9ed980230423626c1e9ed16,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"C
The can in C has a label with visible letters resembling alphabet soup.",C,object_003,The can in C has a label with visible letters resembling alphabet soup.,13,True,"[{""index"":0,""token"":""C"",""logprob"":-0.784535825252533}]",1,16,-0.784535825252533,0.4563314701779981,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",False,10a44d49b0a8c35a06efdf07da50701a5808fc17d6828ef5172e21cba76b6e2c,b4ac0635c7080f3854eab7fbfce79aabe68889bcfc2a5abaa91525ffe54ae9a0,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_00_alphabet_soup_state_02_label_then_evidence.json,e812cb04948f5ac0fc607f3179ed16a662f87dbedaac17a187d9ff089623b10f,raw_label_likelihood,,,,
task_01_cream_cheese_state_01,additional_states,calibration,cream cheese,object_006,1,5a59251380e5f7006626d18b0325cc2d06892b78d94b448f80751c9b02663fcb,8ac5afeb140515c45ceb894f549caf0eb2eb0049f5bed263cb2d2285ad876504,label_only,gpt-4.1-mini-2025-04-14,openai,F,F,object_006,,0,True,"[{""index"":0,""token"":""F"",""logprob"":0.0}]",1,1,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,f5cc56d420e03e3e46e086a07e16de39c95a772805bdb08acfa18b99344a0937,f12dab64e9c57598e22165ac3f9cee0ac8e7997e64c9d10c931b37c553eb82f2,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_01_cream_cheese_state_01_label_only.json,4b120cdb58a8638ec9693364bc7bd687b5a8b0a7a0fbb7a3b2c25ba71199b7aa,raw_label_likelihood,,,,
task_01_cream_cheese_state_01,additional_states,calibration,cream cheese,object_006,1,5a59251380e5f7006626d18b0325cc2d06892b78d94b448f80751c9b02663fcb,8ac5afeb140515c45ceb894f549caf0eb2eb0049f5bed263cb2d2285ad876504,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"F
The blue and white packaging with a circular logo matches typical cream cheese container design.",F,object_006,The blue and white packaging with a circular logo matches typical cream cheese container design.,15,True,"[{""index"":0,""token"":""F"",""logprob"":0.0}]",1,18,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,f5cc56d420e03e3e46e086a07e16de39c95a772805bdb08acfa18b99344a0937,c8e95ecc34be1c686c41241548bcd007eeaf8f071a1d283a3a1ccde158c0b98f,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_01_cream_cheese_state_01_label_then_evidence.json,c1326ae159564e5cbffd0c13e4e6ef1474712a38e54f74a6c920b2c2a3573c84,raw_label_likelihood,,,,
task_01_cream_cheese_state_02,additional_states,calibration,cream cheese,object_006,2,aec05c47c436555f4fb2803c45ef2dda261b6a79b3563f4fe82bec5d9ebe9232,9a4e532d58a062aca5b30a7d6eedfaac4eae4a7b72c448049ae70156e4724f18,label_only,gpt-4.1-mini-2025-04-14,openai,F,F,object_006,,0,True,"[{""index"":0,""token"":""F"",""logprob"":0.0}]",1,1,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,85e6fbe724204daa6afb00da5fbdede9d232d23724f8ac71ee348142fe57f4c1,7f771727ae79990db6ed2d2f2df1637d3a25db60fba343dfdb1957f4428b5a37,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_01_cream_cheese_state_02_label_only.json,ad949615b7dd217f174cd3545b5b942a2ccf91575130a7e6f87fe7bc9e56c7eb,raw_label_likelihood,,,,
task_01_cream_cheese_state_02,additional_states,calibration,cream cheese,object_006,2,aec05c47c436555f4fb2803c45ef2dda261b6a79b3563f4fe82bec5d9ebe9232,9a4e532d58a062aca5b30a7d6eedfaac4eae4a7b72c448049ae70156e4724f18,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"F
The blue and white packaging with a dairy product image matches typical cream cheese packaging.",F,object_006,The blue and white packaging with a dairy product image matches typical cream cheese packaging.,15,True,"[{""index"":0,""token"":""F"",""logprob"":-3.128163257315464e-07}]",1,18,-3.128163257315464e-07,0.9999996871837232,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,85e6fbe724204daa6afb00da5fbdede9d232d23724f8ac71ee348142fe57f4c1,bda1a62bf3af2795c3fd2791a842165f31ddde1a426e5b5459d02cff95f7e072,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_01_cream_cheese_state_02_label_then_evidence.json,ac9cf00248b330aaf2975cf6ee79a7ee1f1538ae4d2b78d6e50c2e754cd3513b,raw_label_likelihood,,,,
task_02_salad_dressing_state_01,additional_states,calibration,salad dressing,object_003,1,30e8faf1c16ce075782204de9a6e2e6724e7be055b09e98f1b24e67d4a31f87c,04f9708e5859bd073e54da65d81c2d0d99fa39cd656aa0ac32510cba4b8f41ec,label_only,gpt-4.1-mini-2025-04-14,openai,C,C,object_003,,0,True,"[{""index"":0,""token"":""C"",""logprob"":-1.2664456789934775e-06}]",1,1,-1.2664456789934775e-06,0.9999987335551229,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,63d6839634b7567640743a3cf5e649e39f5fd7868e669a0d79dd21291c1bf733,d61024f55a337a415a81974bb53925e0ccfb8bf1ee7ac7b7166f71b0f5e0a18a,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_02_salad_dressing_state_01_label_only.json,9e48e15e44efe47b0cb416b1cbcf93796c385fe2fff2f33129a46bd9ec95d542,raw_label_likelihood,,,,
task_02_salad_dressing_state_01,additional_states,calibration,salad dressing,object_003,1,30e8faf1c16ce075782204de9a6e2e6724e7be055b09e98f1b24e67d4a31f87c,04f9708e5859bd073e54da65d81c2d0d99fa39cd656aa0ac32510cba4b8f41ec,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"C
The label on the bottle clearly reads ""Ranch Dressing,"" indicating it is salad dressing.",C,object_003,"The label on the bottle clearly reads ""Ranch Dressing,"" indicating it is salad dressing.",14,True,"[{""index"":0,""token"":""C"",""logprob"":0.0}]",1,20,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,63d6839634b7567640743a3cf5e649e39f5fd7868e669a0d79dd21291c1bf733,1e10161f59680265458b42b4111a83c43625e9e5d790bb9ff850e81989c0b41a,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_02_salad_dressing_state_01_label_then_evidence.json,0c6762dcd11aaf5d98b34798b2240133315c13568f237582539d1e9ee1a461e3,raw_label_likelihood,,,,
task_02_salad_dressing_state_02,additional_states,calibration,salad dressing,object_003,2,ff9bf96e7815bc4790f8d266f080dfee3209854c7d73b814139c2b496ef0f9b0,02d5b4f9f2dc3e40d197a56860bcef32d5b7ed78e569e37456e4e69436935b9f,label_only,gpt-4.1-mini-2025-04-14,openai,C,C,object_003,,0,True,"[{""index"":0,""token"":""C"",""logprob"":0.0}]",1,1,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,6d8f99d3e0fe586dbf3397169bc86f97726912692a7690762c62a13c119cd572,cce5cf5f38f2b654f9cfd9cd140188b4cf29df5c80d0522530c4e56f3fff4dfb,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_02_salad_dressing_state_02_label_only.json,7709df5264c3f96942b378fc352693f6124c7d85bb4014ddff68b44e27f9063a,raw_label_likelihood,,,,
task_02_salad_dressing_state_02,additional_states,calibration,salad dressing,object_003,2,ff9bf96e7815bc4790f8d266f080dfee3209854c7d73b814139c2b496ef0f9b0,02d5b4f9f2dc3e40d197a56860bcef32d5b7ed78e569e37456e4e69436935b9f,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"C
The label on the bottle clearly reads ""Ranch Dressing,"" indicating it is salad dressing.",C,object_003,"The label on the bottle clearly reads ""Ranch Dressing,"" indicating it is salad dressing.",14,True,"[{""index"":0,""token"":""C"",""logprob"":-1.1472419600977446e-06}]",1,20,-1.1472419600977446e-06,0.9999988527586979,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,6d8f99d3e0fe586dbf3397169bc86f97726912692a7690762c62a13c119cd572,e1b21da6c0555c190f139bc33e20de7e234418d93ebc1b49218afcf687b89a0e,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_02_salad_dressing_state_02_label_then_evidence.json,947d98e808b91641dc85f66e6c5e34beef1d4e7b3dd425cd5ec07f3e06c9fc22,raw_label_likelihood,,,,
task_03_bbq_sauce_state_01,additional_states,calibration,bbq sauce,object_005,1,4b89920fef941809c46068dd6f90fe1f0770c9d04141453d8bfc562faca4f738,a5c0d36ba7914ea882e6ad0b493be3eb1236cbd34bf5975f28121cba5d8dc4a9,label_only,gpt-4.1-mini-2025-04-14,openai,E,E,object_005,,0,True,"[{""index"":0,""token"":""E"",""logprob"":0.0}]",1,1,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,a79297225a23526c49970b9dd8011ff4c3a22e7b05f7d8e3101a40c42cb8a243,fe0a4721a6b40cdd24b86e2a167649e65db49a3d8b4d582ac67da150b0daf226,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_03_bbq_sauce_state_01_label_only.json,4bc9ed8f91a79832bc97d7b479713c4577b0a35926e143b189c289902fe37049,raw_label_likelihood,,,,
task_03_bbq_sauce_state_01,additional_states,calibration,bbq sauce,object_005,1,4b89920fef941809c46068dd6f90fe1f0770c9d04141453d8bfc562faca4f738,a5c0d36ba7914ea882e6ad0b493be3eb1236cbd34bf5975f28121cba5d8dc4a9,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"E
The label on this bottle clearly reads ""BBQ Sauce"" with a red cap and brown bottle.",E,object_005,"The label on this bottle clearly reads ""BBQ Sauce"" with a red cap and brown bottle.",16,True,"[{""index"":0,""token"":""E"",""logprob"":-2.935296834039036e-06}]",1,22,-2.935296834039036e-06,0.999997064707474,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,a79297225a23526c49970b9dd8011ff4c3a22e7b05f7d8e3101a40c42cb8a243,5ee87ee4c438b61d2135f6bcef7d23337da71f43ec83d04bbc32b023d1f39312,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_03_bbq_sauce_state_01_label_then_evidence.json,24ffe24e5d492ac59704ad4564d35a78f23fad210a1b0f7721898046d8342e72,raw_label_likelihood,,,,
task_03_bbq_sauce_state_02,additional_states,calibration,bbq sauce,object_005,2,cdd7b5d6a4bb69b48bdc6e92d0092a9f9dc47ad2d873faabb78405bfec0e1006,9b4e6fa4b56b1c6a4686920ce25cec2007e3f4e1af18de413b70e3e62ab1064b,label_only,gpt-4.1-mini-2025-04-14,openai,E,E,object_005,,0,True,"[{""index"":0,""token"":""E"",""logprob"":0.0}]",1,1,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,2bafd51bec4a17694d836b7ee2edf397fdc78fe8666efca7c72b20584252ecfe,2585dab2fe940afcea08c206d6643f0c08fac0469c1412ef5f2aead489bf673f,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_03_bbq_sauce_state_02_label_only.json,a26a011365e30f021988f46411f6ec06438741387cd98e7978079b6dde889236,raw_label_likelihood,,,,
task_03_bbq_sauce_state_02,additional_states,calibration,bbq sauce,object_005,2,cdd7b5d6a4bb69b48bdc6e92d0092a9f9dc47ad2d873faabb78405bfec0e1006,9b4e6fa4b56b1c6a4686920ce25cec2007e3f4e1af18de413b70e3e62ab1064b,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"F
The label on this bottle clearly reads ""BBQ Sauce"" in red and yellow text.",F,object_006,"The label on this bottle clearly reads ""BBQ Sauce"" in red and yellow text.",14,True,"[{""index"":0,""token"":""F"",""logprob"":-9.615255839889869e-05}]",1,20,-9.615255839889869e-05,0.9999038520641101,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",False,2bafd51bec4a17694d836b7ee2edf397fdc78fe8666efca7c72b20584252ecfe,8223209ec854d473984df47b10e87e0323eb0a9103fe45b8b66998ba879bb35c,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_03_bbq_sauce_state_02_label_then_evidence.json,566eb8b6530e0b639a238cbaf80f2bb345f9eab564fd20f6235b5b906737a03d,raw_label_likelihood,,,,
task_04_ketchup_state_01,additional_states,calibration,ketchup,object_002,1,ad2eac129aebd3d05040d9b0fc753c751de8d6d96346d7e76025f3dd5a6f9cfd,01b37487747366e0b003cec53871b01fd9df7c2b3bf1f60be87f380fdc840033,label_only,gpt-4.1-mini-2025-04-14,openai,B,B,object_002,,0,True,"[{""index"":0,""token"":""B"",""logprob"":-3.128163257315464e-07}]",1,1,-3.128163257315464e-07,0.9999996871837232,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,448aefba97f7064b738ee550845c29c689d8c61c297c685eb828a4ab0fac477f,4bef970ee42a2faec5fdf5d8fe3b7d98ee63bd02aa5388f99d8b775f7bd73287,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_04_ketchup_state_01_label_only.json,5dba5c6bc5c6f9e782cb77a524d53359abc2a1bc41034bce6de88e4a74ab5da7,raw_label_likelihood,,,,
task_04_ketchup_state_01,additional_states,calibration,ketchup,object_002,1,ad2eac129aebd3d05040d9b0fc753c751de8d6d96346d7e76025f3dd5a6f9cfd,01b37487747366e0b003cec53871b01fd9df7c2b3bf1f60be87f380fdc840033,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"B
The label on this bottle clearly reads ""Tomato Ketchup"" with a red color typical of ketchup bottles.",B,object_002,"The label on this bottle clearly reads ""Tomato Ketchup"" with a red color typical of ketchup bottles.",17,True,"[{""index"":0,""token"":""B"",""logprob"":0.0}]",1,24,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,448aefba97f7064b738ee550845c29c689d8c61c297c685eb828a4ab0fac477f,5104d948405635c755eb2f743d591d5085cc0816631b5164704393a09172d935,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_04_ketchup_state_01_label_then_evidence.json,84d36d5d4a52943ba97df9ebf5618ed7cf37bb03cae47eb225a4e78bb5c288ab,raw_label_likelihood,,,,
task_04_ketchup_state_02,additional_states,calibration,ketchup,object_003,2,d5a538ad58cbb56342d2c24085823103b601d130694bfe2afe551e5f8d10da82,01108b6d1b48d8e794f2a3a441c8fc32124314bd56695dd72768e9ab2eca8aa5,label_only,gpt-4.1-mini-2025-04-14,openai,C,C,object_003,,0,True,"[{""index"":0,""token"":""C"",""logprob"":0.0}]",1,1,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,feefa31caf0d8ac0d8299bb416c1536fcaff9cb42d406cd5c7394652d71d98fa,867daa48a4060a5928388f7ea424eb506635fa79ccacd8cb5c0468a36e9bb5fe,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_04_ketchup_state_02_label_only.json,89e1e83b4112733c94135fd98980848707cb669ab3e306e442ee8470e813c86a,raw_label_likelihood,,,,
task_04_ketchup_state_02,additional_states,calibration,ketchup,object_003,2,d5a538ad58cbb56342d2c24085823103b601d130694bfe2afe551e5f8d10da82,01108b6d1b48d8e794f2a3a441c8fc32124314bd56695dd72768e9ab2eca8aa5,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"C
The label on this bottle clearly reads ""Tomato Ketchup"" with a red bottle shape.",C,object_003,"The label on this bottle clearly reads ""Tomato Ketchup"" with a red bottle shape.",14,True,"[{""index"":0,""token"":""C"",""logprob"":0.0}]",1,21,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,feefa31caf0d8ac0d8299bb416c1536fcaff9cb42d406cd5c7394652d71d98fa,df156f4a01bdc6e781f6e584cbfcaa48c8e030f0296bd0e145c25aa916ec4837,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_04_ketchup_state_02_label_then_evidence.json,e889f7d9f10af835b15917c9d748d6b1f7656993596860004b7470cf9f0302cd,raw_label_likelihood,,,,
task_05_tomato_sauce_state_01,additional_states,calibration,tomato sauce,object_003,1,0dd8d6f7f6a44c07cf9eed0bf859c56467f3a0afceae27a5f56edf331395ab32,9131f15cacf9cf7a9e92d62d51a90329e43ee282c6119083e4e21f260758fc3f,label_only,gpt-4.1-mini-2025-04-14,openai,E,E,object_005,,0,True,"[{""index"":0,""token"":""E"",""logprob"":-0.0015023599844425917}]",1,1,-0.0015023599844425917,0.9984987679933719,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",False,2826df1e78cf92a8925ab82e8f2462214e89d315e7e575669f34fbf99cc7d3ee,667a17b3089b10b5b93dc54f2100fb8be109e81240482eb5697c1e41ece177c9,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_05_tomato_sauce_state_01_label_only.json,27240e97137cb282eb0db97d07caddeb7af986c1588095e12ceb398c66e4c945,raw_label_likelihood,,,,
task_05_tomato_sauce_state_01,additional_states,calibration,tomato sauce,object_003,1,0dd8d6f7f6a44c07cf9eed0bf859c56467f3a0afceae27a5f56edf331395ab32,9131f15cacf9cf7a9e92d62d51a90329e43ee282c6119083e4e21f260758fc3f,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"C
The can with a red and green label and images of tomatoes matches typical tomato sauce packaging.",C,object_003,The can with a red and green label and images of tomatoes matches typical tomato sauce packaging.,17,True,"[{""index"":0,""token"":""C"",""logprob"":0.0}]",1,20,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,2826df1e78cf92a8925ab82e8f2462214e89d315e7e575669f34fbf99cc7d3ee,07560e37701f380de7199c0ec4ea8f3703e28f9cd64b6fb3e84468776b2f7e74,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_05_tomato_sauce_state_01_label_then_evidence.json,0af0f85b30117face1b82fa3b00b720e91e26b18ef3100696a61a7ce505a0de9,raw_label_likelihood,,,,
task_05_tomato_sauce_state_02,additional_states,calibration,tomato sauce,object_003,2,1958d751cbc619a9892a087419b33e7a23fb477d74c7f84f212c9bc21452a1fb,d5997446bdab6efe7aaf374a9ecd0704499ebd0eae17c4dbea68a6cc3bc99f8d,label_only,gpt-4.1-mini-2025-04-14,openai,E,E,object_005,,0,True,"[{""index"":0,""token"":""E"",""logprob"":0.0}]",1,1,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",False,0e5c8f9af9e69c0a8d5ed196b5f664e1340013e67572740330dc697883547ab6,0757eb081977aa288ac3b454172d990aab304b912b884c2837536faa5e79c63c,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_05_tomato_sauce_state_02_label_only.json,7a4265bca303b25644032f1c1dc8690d137bba427a6c62bbf5302a5bd4049a36,raw_label_likelihood,,,,
task_05_tomato_sauce_state_02,additional_states,calibration,tomato sauce,object_003,2,1958d751cbc619a9892a087419b33e7a23fb477d74c7f84f212c9bc21452a1fb,d5997446bdab6efe7aaf374a9ecd0704499ebd0eae17c4dbea68a6cc3bc99f8d,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"E
The bottle labeled BBQ sauce is the closest match to tomato sauce in shape and packaging.",E,object_005,The bottle labeled BBQ sauce is the closest match to tomato sauce in shape and packaging.,16,True,"[{""index"":0,""token"":""E"",""logprob"":0.0}]",1,19,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",False,0e5c8f9af9e69c0a8d5ed196b5f664e1340013e67572740330dc697883547ab6,249d3dda29119c1996bfff64a7c6b14c341f458e8f12a666efa4d1eeff0a4a43,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_05_tomato_sauce_state_02_label_then_evidence.json,58f0c62e98280b4484f21bd2b34f4a05b0fc5ae8dab2a663c3f90ba37da00cff,raw_label_likelihood,,,,
task_06_butter_state_01,additional_states,calibration,butter,object_007,1,4c96ca2e4e2f56f7a229a5607dc36d22adf3d60b8883eec4939a4084848554bf,27af473da13bea4c1a7b8071512eafb66b0b16408777f28c3ae3508dd5ad8c19,label_only,gpt-4.1-mini-2025-04-14,openai,G,G,object_007,,0,True,"[{""index"":0,""token"":""G"",""logprob"":0.0}]",1,1,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,abef27ef34eb1ab2b6854c8da4eb47686690233c6e291b64f6fd8609f8c0309b,eb28fda548eb4f1a03bd1a5e719d94f7ee4720b97546d07019584aa3e8f48a92,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_06_butter_state_01_label_only.json,25bd71e1994cf0d899a6d05abe079890975a9c717bebd3c240295ecc14ed659e,raw_label_likelihood,,,,
task_06_butter_state_01,additional_states,calibration,butter,object_007,1,4c96ca2e4e2f56f7a229a5607dc36d22adf3d60b8883eec4939a4084848554bf,27af473da13bea4c1a7b8071512eafb66b0b16408777f28c3ae3508dd5ad8c19,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"G
The label on the box clearly reads ""BUTTER,"" matching the target semantic.",G,object_007,"The label on the box clearly reads ""BUTTER,"" matching the target semantic.",12,True,"[{""index"":0,""token"":""G"",""logprob"":0.0}]",1,18,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,abef27ef34eb1ab2b6854c8da4eb47686690233c6e291b64f6fd8609f8c0309b,e696fa85a14e932715be8b9aea46a61cf25c627d16a191b86361e503cf33b04f,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_06_butter_state_01_label_then_evidence.json,6eeda8a665aef27ee7cb4c8b5e6f9842830408e765d3eca28eb0b8bfd1225115,raw_label_likelihood,,,,
task_06_butter_state_02,additional_states,calibration,butter,object_007,2,bf90af5dd1163ce7f6612eac1e9be3b43f3287a32ec094f3b896908b39cddd66,db62e72c8ed6c2fd3a89397865ffcdddf37aeec59df4c01ebc1275ef2f183079,label_only,gpt-4.1-mini-2025-04-14,openai,G,G,object_007,,0,True,"[{""index"":0,""token"":""G"",""logprob"":0.0}]",1,1,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,d3d1cebe66853fdccd9fb7e2bd86a78d7739f2e4d1f51f10b514c47eaa2b2e51,adf1240f61e7e97983f3e22524423511bb90e8fdfea0e6bca2f7fb2f5374ecb5,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_06_butter_state_02_label_only.json,3fadbe7b2c51ac35f40eb8b622e4e238ab14cb5274c54075e5435ba9e2a1ad5d,raw_label_likelihood,,,,
